"name","length","exp number of AAs in TMHs","exp number of AAs in TMHs in the first 60 AAs","predicted number of TMH","topology"
"YP_008430574.1","92","0.00","0.00","0","o"
"YP_008430576.1","101","0.07","0.07","0","o"
"YP_008430577.1","35","0.00","0.00","0","o"
"YP_008430578.1","77","0.20","0.20","0","o"
"YP_008430579.1","53","0.00","0.00","0","i"
"YP_008430580.1","133","0.01","0.00","0","o"
"YP_008430581.1","322","0.41","0.01","0","o"
"YP_008430582.1","136","0.01","0.01","0","o"
"YP_008430583.1","240","0.00","0.00","0","o"
"YP_008430584.1","103","0.01","0.01","0","o"
"YP_008430585.1","156","0.01","0.00","0","o"
"YP_008430586.1","123","0.00","0.00","0","o"
"YP_008430588.1","57","16.57","16.57","1","o15-37i"
"YP_008430589.1","77","0.00","0.00","0","o"
"YP_008430590.1","137","0.00","0.00","0","o"
"YP_008430591.1","105","0.19","0.19","0","i"
"YP_008430592.1","78","0.00","0.00","0","o"
"YP_008430593.1","216","0.08","0.07","0","o"
"YP_008430594.1","115","0.00","0.00","0","o"
"YP_008430595.1","420","0.03","0.03","0","o"
"YP_008430596.1","67","0.00","0.00","0","i"
"YP_008430597.1","148","0.00","0.00","0","o"
"YP_008430598.1","86","0.00","0.00","0","o"
"YP_008430599.1","73","0.00","0.00","0","o"
"YP_008430600.1","121","0.00","0.00","0","o"
"YP_008430601.1","120","0.28","0.00","0","i"
"YP_008430602.1","64","38.61","38.48","2","i13-32o37-55i"
"YP_008430603.1","312","0.04","0.00","0","o"
"YP_008430604.1","122","0.00","0.00","0","o"
"YP_008430605.1","40","23.14","23.14","1","o15-37i"
"YP_008430606.1","441","0.02","0.01","0","o"
"YP_008430607.1","273","0.00","0.00","0","o"
"YP_008430608.1","86","0.00","0.00","0","o"
"YP_008430609.1","52","0.00","0.00","0","i"
"YP_008430610.1","150","0.60","0.25","0","o"
"YP_008430611.1","40","0.00","0.00","0","i"
"YP_008430612.1","111","0.00","0.00","0","o"
"YP_008430613.1","168","0.00","0.00","0","o"
"YP_008430614.1","374","0.01","0.00","0","o"
"YP_008430615.1","146","0.00","0.00","0","o"
"YP_008430616.1","268","0.01","0.00","0","o"
"YP_008430617.1","65","0.00","0.00","0","o"
"YP_008430618.1","118","7.96","7.04","0","o"
"YP_008430619.1","96","3.90","0.00","0","i"
"YP_008430620.1","103","0.00","0.00","0","i"
"YP_008430621.1","96","0.00","0.00","0","o"
"YP_008430622.1","74","0.00","0.00","0","i"
"YP_008430623.1","87","6.01","5.55","0","i"
"YP_008430624.1","166","0.00","0.00","0","o"
"YP_008430625.1","110","0.00","0.00","0","o"
"YP_008430626.1","197","0.23","0.06","0","o"
"YP_008430627.1","261","0.01","0.01","0","o"
"YP_008430628.1","80","0.00","0.00","0","o"
"YP_008430629.1","320","0.01","0.01","0","o"
"YP_008430630.1","45","0.00","0.00","0","o"
"YP_008430631.1","57","0.00","0.00","0","o"
"YP_008430634.1","153","0.01","0.00","0","o"
"YP_008430635.1","55","0.12","0.12","0","o"
"YP_008430636.1","66","1.77","1.77","0","i"
"YP_008430637.1","41","0.00","0.00","0","o"
"YP_008430638.1","59","0.03","0.03","0","i"
"YP_008430639.1","43","0.00","0.00","0","o"
"YP_008430640.1","87","0.00","0.00","0","o"
"YP_008430641.1","117","0.05","0.03","0","o"
"YP_008430642.1","93","0.00","0.00","0","o"
"YP_008430643.1","122","0.01","0.01","0","i"
"YP_008430644.1","186","0.00","0.00","0","o"
"YP_008430645.1","120","0.02","0.02","0","o"
"YP_008430646.1","115","0.01","0.01","0","o"
"YP_008430647.1","105","0.00","0.00","0","o"
"YP_008430648.1","41","0.00","0.00","0","i"
"YP_008430649.1","78","0.00","0.00","0","i"
"YP_008430650.1","178","0.00","0.00","0","o"
"YP_008430651.1","127","0.45","0.45","0","o"
"YP_008430652.1","117","0.00","0.00","0","o"
"YP_008430653.1","57","0.00","0.00","0","o"
"YP_008430654.1","81","0.24","0.24","0","o"
"YP_008430655.1","65","0.01","0.01","0","i"
"YP_008430656.1","115","0.00","0.00","0","o"
"YP_008430657.1","70","0.00","0.00","0","i"
"YP_008430658.1","64","0.00","0.00","0","i"
"YP_008430659.1","137","0.10","0.00","0","i"
"YP_008430517.1","86","0.11","0.11","0","o"
"YP_008430575.1","62","0.00","0.00","0","o"
"YP_008430587.1","124","0.00","0.00","0","o"
"YP_008430632.1","70","0.00","0.00","0","o"
"YP_008430633.1","84","0.04","0.04","0","i"
"YP_008430660.1","99","0.00","0.00","0","o"
"YP_008430661.1","149","0.01","0.00","0","o"
"YP_008430662.1","320","0.12","0.00","0","o"
"YP_008430663.1","405","0.08","0.01","0","o"
"YP_008430664.1","220","0.06","0.01","0","o"
"YP_008430665.1","305","0.00","0.00","0","o"
"YP_008430666.1","269","0.02","0.01","0","o"
"YP_008430667.1","583","0.08","0.01","0","o"
"YP_008430668.1","477","0.00","0.00","0","o"
"YP_008430669.1","279","1.40","1.40","0","o"
"YP_008430670.1","169","0.00","0.00","0","o"
"YP_008430671.1","310","0.03","0.02","0","o"
"YP_008430672.1","124","0.00","0.00","0","o"
"YP_008430673.1","47","0.00","0.00","0","o"
"YP_008430674.1","120","0.00","0.00","0","o"
"YP_008430675.1","137","0.00","0.00","0","i"
"YP_008430676.1","135","0.00","0.00","0","o"
"YP_008430677.1","275","0.73","0.70","0","o"
"YP_008430679.1","126","0.00","0.00","0","o"
"YP_008430678.1","264","0.06","0.00","0","o"
"YP_008430680.1","1112","43.51","0.00","2","o385-407i414-436o"
"YP_008430681.1","337","0.00","0.00","0","o"
"YP_008430682.1","598","3.45","0.00","0","o"
"YP_008430683.1","154","3.15","3.15","0","o"
"YP_008430684.1","100","33.13","9.93","1","o69-91i"
"YP_008430685.1","96","20.03","20.03","1","o4-23i"
"YP_008430686.1","465","0.03","0.00","0","o"
"YP_008430687.1","94","0.00","0.00","0","o"
"YP_008430688.1","497","0.02","0.00","0","o"
"YP_008430689.1","142","87.52","41.37","4","i7-29o44-63i68-90o94-116i"
"YP_008430690.1","169","0.00","0.00","0","o"
"YP_008430691.1","52","12.04","12.04","1","i5-27o"
"YP_008430692.1","70","0.00","0.00","0","o"
"YP_008430693.1","146","0.00","0.00","0","o"
"YP_008430694.1","79","0.00","0.00","0","o"
"YP_008430695.1","89","0.05","0.04","0","o"
"YP_008430696.1","109","0.00","0.00","0","o"
"YP_008430697.1","621","0.00","0.00","0","o"
"YP_008430698.1","128","0.01","0.01","0","o"
"YP_008430699.1","87","0.00","0.00","0","o"
"YP_008430700.1","240","0.01","0.01","0","o"
"YP_008430701.1","175","0.00","0.00","0","o"
"YP_008430702.1","696","0.02","0.00","0","o"
"YP_008430703.1","56","0.00","0.00","0","o"
"YP_008430704.1","33","0.00","0.00","0","o"
"YP_008430705.1","207","0.00","0.00","0","o"
"YP_008430706.1","256","0.01","0.00","0","o"
"YP_008430707.1","164","0.00","0.00","0","o"
"YP_008430708.1","139","0.00","0.00","0","o"
"YP_008430709.1","89","0.05","0.03","0","o"
"YP_008430710.1","97","0.00","0.00","0","o"
"YP_008430711.1","219","0.01","0.00","0","o"
"YP_008430712.1","136","0.00","0.00","0","o"
"YP_008430713.1","29","0.00","0.00","0","o"
"YP_008430714.1","44","0.00","0.00","0","o"
"YP_008430715.1","154","0.00","0.00","0","o"
"YP_008430716.1","32","18.90","18.90","1","i7-24o"
"YP_008430717.1","27","20.29","20.29","1","i5-24o"
"YP_008430718.1","50","0.00","0.00","0","o"
"YP_008430719.1","129","2.69","2.69","0","o"
"YP_008430720.1","268","2.82","2.78","0","o"
"YP_008430721.1","85","23.28","2.56","1","o61-83i"
"YP_008430722.1","83","0.00","0.00","0","i"
"YP_008430723.1","100","0.00","0.00","0","o"
"YP_008430724.1","270","0.06","0.00","0","o"
"YP_008430725.1","96","0.29","0.29","0","o"
"YP_008430726.1","176","0.00","0.00","0","o"
"YP_008430727.1","100","22.26","22.26","1","i7-29o"
"YP_008430728.1","81","0.05","0.05","0","o"
"YP_008430729.1","84","0.00","0.00","0","o"
"YP_008430730.1","50","0.00","0.00","0","o"
"YP_008430731.1","59","0.20","0.20","0","o"
"YP_008430732.1","50","0.00","0.00","0","o"
"YP_008430733.1","103","0.00","0.00","0","o"
"YP_008430734.1","69","0.00","0.00","0","i"
"YP_008430735.1","208","0.00","0.00","0","o"
"YP_008430736.1","46","0.00","0.00","0","i"
"YP_008430737.1","171","0.02","0.00","0","o"
"YP_008430738.1","71","0.58","0.58","0","o"
"YP_008430739.1","277","0.00","0.00","0","o"
"YP_008430740.1","48","0.00","0.00","0","o"
"YP_008430741.1","137","0.12","0.01","0","o"
"YP_008430742.1","37","0.00","0.00","0","o"
"YP_008430743.1","49","0.00","0.00","0","o"
"YP_008430744.1","68","20.35","20.35","1","i7-29o"
"YP_008430745.1","54","0.15","0.15","0","i"
"YP_008430746.1","41","0.00","0.00","0","i"
"YP_008431134.1","491","0.06","0.00","0","o"
"YP_008431133.1","392","0.00","0.00","0","o"
"YP_008431132.1","123","0.00","0.00","0","o"
"YP_008431135.1","220","0.00","0.00","0","o"
"YP_008431136.1","306","0.00","0.00","0","o"
"YP_008431137.1","266","0.17","0.00","0","o"
"YP_008431138.1","159","0.00","0.00","0","o"
"YP_008431139.1","277","21.52","21.52","1","o10-32i"
"YP_008431140.1","119","66.27","44.35","3","o5-27i36-58o84-103i"
"YP_008431141.1","121","0.01","0.01","0","o"
"YP_008431142.1","417","0.00","0.00","0","o"
"YP_008431143.1","257","0.00","0.00","0","o"
"YP_008431144.1","316","0.00","0.00","0","o"
"YP_008431145.1","463","20.56","0.00","1","o426-445i"
"YP_008431146.1","77","0.00","0.00","0","i"
"YP_008431147.1","249","0.06","0.00","0","o"
"YP_008431148.1","291","0.03","0.00","0","o"
"YP_008431149.1","206","0.00","0.00","0","o"
"YP_008431150.1","278","0.00","0.00","0","o"
"YP_008431151.1","68","0.01","0.01","0","i"
"YP_008431152.1","586","9.29","0.00","0","o"
"YP_008431153.1","112","0.01","0.00","0","o"
"YP_008431154.1","45","0.00","0.00","0","i"
"YP_008431155.1","149","0.02","0.00","0","i"
"YP_008431156.1","102","0.00","0.00","0","i"
"YP_008431157.1","142","0.00","0.00","0","o"
"YP_008431158.1","152","0.00","0.00","0","o"
"YP_008431159.1","993","1.99","0.00","0","o"
"YP_008431160.1","47","0.00","0.00","0","o"
"YP_008431161.1","289","0.00","0.00","0","o"
"YP_008431162.1","276","0.01","0.00","0","o"
"YP_008431163.1","810","0.09","0.00","0","o"
"YP_008431164.1","297","0.21","0.02","0","o"
"YP_008431165.1","818","0.01","0.00","0","o"
"YP_008431166.1","283","0.01","0.00","0","o"
"YP_008431167.1","173","0.54","0.00","0","o"
"YP_008431168.1","234","0.00","0.00","0","o"
"YP_008431169.1","348","0.00","0.00","0","o"
"YP_008431170.1","900","0.03","0.00","0","o"
"YP_008431171.1","173","0.00","0.00","0","o"
"YP_008431172.1","1152","0.00","0.00","0","o"
"YP_008431173.1","56","0.00","0.00","0","o"
"YP_008431174.1","637","0.00","0.00","0","o"
"YP_008431175.1","118","0.00","0.00","0","o"
"YP_008431176.1","454","0.01","0.00","0","o"
"YP_008431177.1","528","0.02","0.00","0","o"
"YP_008431178.1","479","0.00","0.00","0","o"
"YP_008431179.1","85","0.01","0.01","0","i"
"YP_008431180.1","52","0.00","0.00","0","o"
"YP_008431181.1","82","0.00","0.00","0","o"
"YP_008431182.1","229","0.00","0.00","0","o"
"YP_008431183.1","343","0.00","0.00","0","o"
"YP_008431184.1","88","0.00","0.00","0","o"
"YP_008431185.1","644","0.03","0.00","0","o"
"YP_008431186.1","197","0.00","0.00","0","o"
"YP_008431187.1","358","0.86","0.00","0","o"
"YP_008431188.1","102","0.00","0.00","0","o"
"YP_008431189.1","145","0.01","0.00","0","i"
"YP_008431190.1","202","5.65","0.00","0","o"
"YP_008431191.1","445","21.54","0.00","1","i242-264o"
"YP_008431192.1","577","0.00","0.00","0","o"
"YP_008431193.1","160","0.00","0.00","0","o"
"YP_008431194.1","238","0.00","0.00","0","o"
"YP_008431195.1","108","0.48","0.21","0","o"
"YP_008431196.1","106","0.00","0.00","0","o"
"YP_008431197.1","200","5.25","0.01","0","o"
"YP_008431198.1","100","0.00","0.00","0","i"
"YP_008431199.1","160","0.00","0.00","0","o"
"YP_008431200.1","386","0.00","0.00","0","o"
"YP_008431201.1","326","0.00","0.00","0","o"
"YP_008431202.1","117","0.00","0.00","0","o"
"YP_008431203.1","219","0.00","0.00","0","o"
"YP_008431204.1","210","0.12","0.00","0","o"
"YP_008431205.1","170","0.00","0.00","0","o"
"YP_008431206.1","70","0.00","0.00","0","i"
"YP_008431207.1","84","0.47","0.47","0","o"
"YP_008431208.1","256","0.01","0.00","0","o"
"YP_008431209.1","417","0.01","0.00","0","o"
"YP_008431210.1","109","67.31","37.71","3","i7-29o44-66i79-101o"
"YP_008431211.1","177","0.15","0.00","0","o"
"YP_008431212.1","253","0.07","0.00","0","o"
"YP_008431213.1","168","0.01","0.00","0","o"
"YP_008431214.1","284","0.03","0.03","0","o"
"YP_008431215.1","243","0.00","0.00","0","o"
"YP_008431216.1","152","0.63","0.00","0","o"
"YP_008431217.1","145","0.04","0.02","0","o"
"YP_008431218.1","211","0.00","0.00","0","o"
"YP_008431219.1","132","22.52","22.52","1","o5-27i"
"YP_008431220.1","83","0.01","0.01","0","o"
"YP_008431221.1","87","42.53","24.21","2","i7-25o55-77i"
"YP_008431222.1","94","0.00","0.00","0","o"
"YP_008431223.1","97","5.55","5.18","0","i"
"YP_008431224.1","104","0.12","0.00","0","i"
"YP_008431225.1","81","0.00","0.00","0","i"
"YP_008431226.1","22","0.00","0.00","0","i"
"YP_008431227.1","165","13.45","13.45","0","o"
"YP_008431228.1","19","0.00","0.00","0","i"
"YP_008431229.1","183","0.00","0.00","0","o"
"YP_008431230.1","68","0.00","0.00","0","o"
"YP_008431231.1","239","1.36","0.00","0","o"
"YP_008431232.1","85","0.41","0.33","0","o"
"YP_008431233.1","298","22.23","21.44","1","i2-24o"
"YP_008431234.1","78","0.00","0.00","0","o"
"YP_008431235.1","130","0.13","0.00","0","i"
"YP_008431236.1","243","0.01","0.00","0","o"
"YP_008431237.1","103","15.81","15.81","1","o4-21i"
"YP_008431238.1","145","0.00","0.00","0","o"
"YP_008431239.1","181","0.00","0.00","0","i"
"YP_008431240.1","135","0.12","0.11","0","o"
"YP_008431241.1","69","0.02","0.01","0","o"
"YP_008431242.1","79","45.07","37.17","2","i2-24o44-66i"
"YP_008431243.1","66","45.84","44.46","2","o5-27i39-61o"
"YP_008431244.1","47","21.89","21.89","1","i21-43o"
"YP_008431245.1","112","0.12","0.12","0","o"
"YP_008431246.1","112","0.23","0.03","0","o"
"YP_008431247.1","102","0.02","0.02","0","o"
"YP_008431248.1","76","23.41","23.39","1","i35-57o"
"YP_008431249.1","119","0.00","0.00","0","o"
"YP_008431250.1","245","18.62","18.56","1","o15-37i"
"YP_008431251.1","85","0.00","0.00","0","o"
"YP_008431252.1","69","0.00","0.00","0","i"
"YP_008431253.1","102","0.02","0.02","0","i"
"YP_008431254.1","93","0.00","0.00","0","i"
"YP_008431255.1","135","0.03","0.00","0","o"
"YP_008431256.1","37","0.00","0.00","0","o"
"YP_008431257.1","104","0.00","0.00","0","o"
"YP_008431258.1","51","0.00","0.00","0","i"
"YP_008431259.1","77","0.00","0.00","0","i"
"YP_008431260.1","113","0.00","0.00","0","i"
"YP_008431261.1","74","0.00","0.00","0","o"
"YP_008431262.1","114","0.00","0.00","0","o"
"YP_008431263.1","188","0.01","0.00","0","o"
"YP_008431264.1","79","0.00","0.00","0","i"
"YP_008431265.1","117","0.07","0.03","0","o"
"YP_008431266.1","129","0.00","0.00","0","o"
"YP_008431267.1","64","0.00","0.00","0","i"
"YP_008431268.1","135","0.01","0.00","0","i"
"YP_008431269.1","176","0.00","0.00","0","o"
"YP_008431270.1","186","0.00","0.00","0","o"
"YP_008431271.1","107","0.00","0.00","0","i"
"YP_008431272.1","74","0.00","0.00","0","o"
"YP_008431273.1","261","0.00","0.00","0","o"
"YP_008431274.1","120","0.00","0.00","0","o"
"YP_008431275.1","46","5.69","5.69","0","i"
"YP_008431276.1","107","0.35","0.33","0","i"
"YP_008431277.1","138","17.36","0.00","1","o77-99i"
"YP_008431278.1","61","0.00","0.00","0","i"
"YP_008431279.1","53","0.00","0.00","0","o"
"YP_008431280.1","679","0.58","0.15","0","o"
"YP_008431281.1","87","0.00","0.00","0","o"
"YP_008431282.1","57","0.00","0.00","0","i"
"YP_008431283.1","207","146.42","42.41","7","o5-27i39-58o62-84i89-108o112-134i146-165o170-192i"
"YP_008431284.1","241","0.29","0.15","0","o"
"YP_008431285.1","196","0.41","0.00","0","o"
"YP_008431286.1","239","0.03","0.00","0","o"
"YP_008431287.1","480","0.00","0.00","0","o"
"YP_008431288.1","20","0.00","0.00","0","i"
"YP_008431289.1","141","0.05","0.04","0","o"
"YP_008431290.1","62","0.01","0.01","0","o"
"YP_008431291.1","212","0.00","0.00","0","o"
"YP_008431292.1","71","0.01","0.01","0","o"
"YP_008431293.1","73","0.00","0.00","0","i"
"YP_008431294.1","252","0.16","0.04","0","o"
"YP_008431295.1","305","0.00","0.00","0","o"
"YP_008431296.1","166","43.41","29.20","2","i24-46o52-74i"
"YP_008431297.1","91","0.03","0.03","0","o"
"YP_008431298.1","369","0.00","0.00","0","o"
"YP_008431299.1","71","0.00","0.00","0","i"
"YP_008431300.1","182","0.00","0.00","0","o"
"YP_008431301.1","84","0.02","0.00","0","o"
"YP_008431302.1","71","0.00","0.00","0","o"
"YP_008431303.1","110","8.02","0.00","0","o"
"YP_008431304.1","110","1.80","1.80","0","o"
"YP_008431305.1","87","61.96","40.50","3","i2-24o39-61i63-85o"
"YP_008431306.1","128","41.69","41.50","2","i7-29o33-55i"
"YP_008431307.1","93","0.00","0.00","0","i"
"YP_008431308.1","137","0.00","0.00","0","o"
"NP_047114.1","174","0.00","0.00","0","o"
"NP_047115.1","540","0.07","0.00","0","o"
"NP_047116.1","94","0.00","0.00","0","i"
"NP_047117.1","378","0.00","0.00","0","o"
"NP_047118.1","178","0.00","0.00","0","o"
"NP_047119.1","393","0.02","0.00","0","o"
"NP_047120.1","318","0.04","0.00","0","o"
"NP_047121.1","87","6.04","6.04","0","o"
"NP_047122.1","104","0.00","0.00","0","o"
"NP_047123.1","112","0.18","0.02","0","o"
"NP_047124.1","121","0.08","0.00","0","o"
"NP_047125.1","653","0.01","0.00","0","o"
"NP_047126.1","301","1.81","0.00","0","o"
"NP_047127.1","91","0.01","0.01","0","i"
"NP_047128.1","170","0.00","0.00","0","i"
"NP_047129.1","916","174.35","0.00","6","o536-558i625-647o662-684i691-713o717-739i746-768o"
"NP_047130.1","298","0.00","0.00","0","o"
"NP_047131.1","375","0.03","0.01","0","o"
"NP_047132.1","97","0.17","0.12","0","o"
"NP_047133.1","267","0.08","0.00","0","o"
"NP_047134.1","117","62.57","39.80","3","o5-22i35-57o72-94i"
"NP_047135.1","233","0.00","0.00","0","o"
"NP_047136.1","158","0.09","0.09","0","o"
"NP_047137.1","207","0.00","0.00","0","o"
"NP_047138.1","85","0.04","0.04","0","i"
"NP_047139.1","82","0.00","0.00","0","i"
"NP_047140.1","89","0.00","0.00","0","i"
"NP_047141.1","59","0.00","0.00","0","i"
"NP_047142.1","115","0.00","0.00","0","o"
"NP_047143.1","55","0.00","0.00","0","i"
"NP_047144.1","62","0.00","0.00","0","i"
"NP_047145.1","84","0.00","0.00","0","i"
"NP_047146.1","62","0.00","0.00","0","i"
"NP_047147.1","65","0.01","0.01","0","i"
"NP_047148.1","53","0.00","0.00","0","o"
"NP_047149.1","102","0.00","0.00","0","i"
"NP_047150.1","39","23.34","23.34","1","i13-35o"
"NP_047151.1","107","0.00","0.00","0","i"
"NP_047152.1","33","0.00","0.00","0","o"
"NP_047153.1","140","0.01","0.01","0","o"
"NP_047154.1","36","21.95","21.95","1","o5-27i"
"NP_047155.1","83","0.01","0.01","0","i"
"NP_047156.1","104","27.06","0.44","1","o71-93i"
"NP_047157.1","74","0.00","0.00","0","o"
"NP_047158.1","169","0.00","0.00","0","o"
"NP_047159.1","71","0.00","0.00","0","i"
"NP_047160.1","119","0.01","0.00","0","o"
"NP_047161.1","211","0.36","0.00","0","o"
"NP_047162.1","166","0.00","0.00","0","o"
"NP_047163.1","88","0.00","0.00","0","i"
"NP_047164.1","96","0.00","0.00","0","o"
"NP_047165.1","125","0.00","0.00","0","o"
"NP_047166.1","87","0.00","0.00","0","i"
"NP_047167.1","69","0.01","0.01","0","i"
"NP_047168.1","316","0.49","0.00","0","o"
"NP_047169.1","61","0.00","0.00","0","i"
"NP_047170.1","56","0.00","0.00","0","i"
"NP_047171.1","39","0.00","0.00","0","o"
"NP_758453.1","52","10.07","10.07","0","o"
"NP_047172.1","55","0.00","0.00","0","i"
"NP_047173.1","42","0.42","0.42","0","o"
"NP_047174.1","43","0.00","0.00","0","i"
"NP_047175.1","160","0.02","0.00","0","o"
"NP_047176.1","55","41.99","41.99","2","i2-22o32-54i"
"YP_762512.1","174","0.00","0.00","0","o"
"YP_762513.1","540","0.05","0.00","0","o"
"YP_762514.1","94","0.00","0.00","0","i"
"YP_762515.1","378","0.00","0.00","0","o"
"YP_762516.1","178","0.00","0.00","0","o"
"YP_762517.1","393","0.02","0.00","0","o"
"YP_762518.1","318","0.04","0.00","0","o"
"YP_762519.1","87","6.04","6.04","0","o"
"YP_762520.1","104","0.00","0.00","0","o"
"YP_762521.1","113","0.20","0.02","0","o"
"YP_762522.1","121","0.05","0.00","0","o"
"YP_762523.1","145","0.07","0.00","0","o"
"YP_762524.1","301","1.68","0.00","0","o"
"YP_762525.1","91","0.01","0.01","0","i"
"YP_762526.1","170","0.00","0.00","0","i"
"YP_762527.1","916","179.03","0.00","8","o489-511i536-558o622-644i651-673o688-710i717-739o759-781i786-808o"
"YP_762528.1","298","0.00","0.00","0","o"
"YP_762529.1","375","0.02","0.01","0","o"
"YP_762530.1","97","0.17","0.12","0","o"
"YP_762531.1","267","0.09","0.00","0","o"
"YP_762532.1","117","62.15","39.50","3","o5-22i35-57o72-94i"
"YP_762533.1","233","0.00","0.00","0","o"
"YP_762534.1","178","0.00","0.00","0","o"
"YP_762535.1","85","0.04","0.04","0","i"
"YP_762536.1","89","0.00","0.00","0","i"
"YP_762537.1","115","0.00","0.00","0","o"
"YP_762538.1","55","0.00","0.00","0","i"
"YP_762539.1","62","0.00","0.00","0","i"
"YP_762540.1","84","0.00","0.00","0","i"
"YP_762541.1","67","0.00","0.00","0","i"
"YP_762542.1","47","0.00","0.00","0","o"
"YP_762543.1","146","0.00","0.00","0","o"
"YP_762544.1","101","0.00","0.00","0","i"
"YP_762545.1","42","24.19","24.19","1","i13-35o"
"YP_762546.1","104","30.07","0.59","1","o71-93i"
"YP_762547.1","141","0.18","0.12","0","o"
"YP_762548.1","169","0.00","0.00","0","o"
"YP_762549.1","71","0.00","0.00","0","i"
"YP_762550.1","119","0.01","0.00","0","o"
"YP_762551.1","184","0.00","0.00","0","o"
"YP_762552.1","108","1.23","0.00","0","o"
"YP_762553.1","135","0.05","0.00","0","o"
"YP_762554.1","96","0.00","0.00","0","o"
"YP_762555.1","126","0.00","0.00","0","o"
"YP_762556.1","87","0.00","0.00","0","i"
"YP_762557.1","69","0.01","0.01","0","i"
"YP_762558.1","298","1.02","0.53","0","o"
"YP_762559.1","53","38.18","38.18","2","o4-26i31-48o"
"YP_762560.1","74","0.00","0.00","0","i"
"YP_762561.1","39","0.00","0.00","0","o"
"YP_762562.1","48","10.18","10.18","0","o"
"YP_762563.1","55","0.00","0.00","0","i"
"YP_762564.1","42","0.50","0.50","0","o"
"YP_762565.1","43","0.00","0.00","0","i"
"YP_762566.1","160","0.02","0.00","0","o"
"YP_762567.1","55","41.98","41.98","2","i2-22o32-54i"
"YP_762568.1","40","1.07","1.07","0","i"
"YP_762569.1","42","29.03","29.03","1","o15-37i"
"NP_848008.2","697","0.56","0.00","0","o"
"NP_848005.2","356","2.55","0.14","0","o"
"NP_848006.2","237","0.73","0.73","0","o"
"NP_848007.2","368","0.07","0.00","0","o"
"NP_848009.2","189","1.59","0.00","0","o"
"YP_007684352.1","142","0.00","0.00","0","o"
"YP_008083722.1","151","0.17","0.05","0","i"
"YP_008083723.1","90","5.03","5.03","0","o"
"YP_008439208.1","925","0.10","0.07","0","o"
"YP_008439207.1","636","0.08","0.00","0","o"
"YP_008439209.1","555","0.01","0.00","0","o"
"YP_025198.1","247","0.00","0.00","0","o"
"YP_025199.1","108","0.05","0.00","0","o"
"YP_025200.1","80","0.01","0.01","0","o"
"YP_025201.1","332","0.01","0.00","0","o"
"YP_025202.1","52","0.00","0.00","0","i"
"YP_025203.1","259","0.15","0.09","0","o"
"YP_025204.1","131","0.17","0.00","0","o"
"YP_025205.1","526","0.01","0.00","0","o"
"YP_025206.1","794","0.04","0.00","0","o"
"YP_025207.1","54","0.01","0.01","0","i"
"YP_025208.1","260","22.97","0.00","1","i235-257o"
"YP_025209.1","80","0.39","0.32","0","o"
"YP_025210.1","247","18.77","18.77","1","i7-24o"
"YP_025211.1","236","0.00","0.00","0","o"
"YP_025212.1","101","0.07","0.07","0","o"
"YP_025213.1","256","0.14","0.00","0","o"
"YP_025214.1","170","0.03","0.00","0","o"
"YP_025215.1","216","19.86","18.91","1","i2-21o"
"YP_025216.1","63","15.71","14.53","1","i40-62o"
"YP_025217.1","923","0.00","0.00","0","o"
"YP_025220.1","728","0.00","0.00","0","o"
"YP_025221.1","380","0.08","0.00","0","o"
"YP_025222.1","336","28.01","0.04","1","o313-335i"
"YP_025223.1","192","1.16","0.93","0","o"
"YP_025224.1","261","0.35","0.00","0","o"
"YP_025225.1","226","0.13","0.07","0","o"
"YP_025226.1","190","0.00","0.00","0","o"
"YP_025228.1","102","0.00","0.00","0","i"
"YP_025229.1","366","0.01","0.00","0","o"
"YP_025230.1","116","0.00","0.00","0","o"
"YP_025231.1","390","2.79","0.00","0","o"
"YP_025232.1","238","0.00","0.00","0","o"
"YP_025233.1","402","1.08","0.00","0","o"
"YP_025234.1","157","14.43","14.43","1","o4-19i"
"YP_025235.1","97","0.08","0.06","0","i"
"YP_025236.1","319","9.20","7.89","0","o"
"YP_025237.1","503","0.46","0.33","0","o"
"YP_025238.1","141","24.21","1.35","1","i101-123o"
"YP_025239.1","353","0.06","0.00","0","o"
"YP_025240.1","125","0.02","0.01","0","o"
"YP_025241.1","76","24.67","24.67","1","o20-42i"
"YP_025242.1","354","7.03","0.00","0","o"
"YP_025243.1","94","22.98","3.19","1","i56-78o"
"YP_025244.1","270","0.00","0.00","0","o"
"YP_025245.1","175","38.73","0.00","2","i121-140o144-166i"
"YP_025246.1","389","11.20","0.03","0","o"
"YP_025247.1","633","64.37","0.00","3","o429-451i578-600o604-626i"
"YP_025248.1","178","0.00","0.00","0","o"
"YP_025249.1","218","0.00","0.00","0","o"
"YP_025250.1","407","0.00","0.00","0","o"
"YP_025251.1","192","0.09","0.01","0","o"
"YP_025252.1","384","19.36","19.35","1","i2-19o"
"YP_025253.1","104","0.00","0.00","0","i"
"YP_025254.1","195","0.02","0.02","0","o"
"YP_025255.1","235","0.01","0.00","0","o"
"YP_025256.1","305","0.02","0.02","0","o"
"YP_025257.1","168","22.68","22.31","1","i2-24o"
"YP_025258.1","1134","1.80","0.00","0","o"
"YP_025259.1","468","0.01","0.00","0","o"
"YP_025260.1","442","0.14","0.00","0","o"
"YP_025261.1","78","22.79","22.79","1","i29-51o"
"YP_025262.1","85","21.38","21.38","1","o15-37i"
"YP_025263.1","262","9.05","0.03","0","o"
"YP_025264.1","110","21.83","21.82","1","o5-27i"
